Adding a book in the library,2021-05-20 13:48:19.719
Adding a book in the library,2021-05-20 13:50:10.711
Adding a book in the library,2021-05-20 13:54:07.305
Adding a book in the library,2021-05-20 13:55:22.903
Adding a new reader,2021-05-20 13:58:53.138
Adding a book in the library,2021-05-20 14:07:33.539
Adding a book in the library,2021-05-20 14:08:26.595
Removing a book from the library,2021-05-20 14:08:59.675
Removing a book from the library,2021-05-20 14:09:23.37
Removing a book from the library,2021-05-20 14:09:34.689
Removing a book from the library,2021-05-20 14:09:54.366
Seeing all books written by an author,2021-05-20 14:10:42.972
Seeing all the books in the library,2021-05-20 14:10:46.608
Removing a book from the library,2021-05-20 14:11:08.009
Seeing all books written by an author,2021-05-20 14:11:31.12
Adding a book in the library,2021-05-20 14:14:19.972
Seeing all books written by an author,2021-05-20 14:15:03.335
Removing a book from the library,2021-05-20 14:15:25.976
Ending program,2021-05-20 14:15:43.819
Seeing all books written by an author,2021-05-20 14:16:21.741
Seeing all the books in the library,2021-05-20 14:16:23.724
Seeing all the books in a section,2021-05-20 14:16:30.507
Removing an author from the library,2021-05-20 14:16:59.427
Removing a reader,2021-05-20 14:17:30.694
Adding a new reader,2021-05-20 14:17:46.711
Finding the most requested book,2021-05-20 14:17:54.829
Finding the most requested book,2021-05-20 14:17:57.597
Borrowing a book,2021-05-20 14:18:31.902
Borrowing a book,2021-05-20 14:19:10.522
Seeing all the books in a section,2021-05-20 14:19:23.1
Seeing all the books in a section,2021-05-20 14:19:32.052
Returning a book,2021-05-20 14:20:48.45
Borrowing a book,2021-05-20 14:39:11.428
Returning a book,2021-05-20 14:39:47.042
Borrowing a book,2021-05-20 14:40:12.918
Borrowing a book,2021-05-20 14:40:44.856
Borrowing a book,2021-05-20 14:41:42.757
Borrowing a book,2021-05-20 14:42:00.142
Borrowing a book,2021-05-20 14:43:39.365
Borrowing a book,2021-05-20 14:44:48.908
Borrowing a book,2021-05-20 14:45:21.397
Finding the most requested book,2021-05-20 14:45:42.448
Ending program,2021-05-20 14:45:49.351
Seeing all books written by an author,2021-05-22 21:37:21.378
Adding a new reader,2021-05-23 11:19:43.325
Adding a new reader,2021-05-23 11:21:49.313
Adding a new reader,2021-05-23 11:23:40.506
Adding a new reader,2021-05-23 11:24:24.758
Removing a reader,2021-05-23 11:25:53.764
Removing a reader,2021-05-23 11:27:47.849
Removing a reader,2021-05-23 11:29:41.562
Seeing all the books in a section,2021-05-23 11:32:39.065
Adding a book in the library,2021-05-23 11:33:10.166
Adding a book in the library,2021-05-23 11:34:55.482
Adding a book in the library,2021-05-23 11:37:55.294
Adding a book in the library,2021-05-23 11:49:34.177
Seeing all the books in the library,2021-05-23 12:03:53.123
Seeing all the books in the library,2021-05-23 12:05:11.512
Seeing all the books in the library,2021-05-23 12:06:51.82
Seeing all the books in the library,2021-05-23 12:55:26.679
Seeing all books written by an author,2021-05-23 12:56:01.974
Seeing all books written by an author,2021-05-23 13:04:25.316
Seeing all books written by an author,2021-05-23 13:09:47.06
Seeing all books written by an author,2021-05-23 13:10:04.812
Seeing all books written by an author,2021-05-23 13:10:12.219
Seeing all books written by an author,2021-05-23 13:14:36.524
Seeing all books written by an author,2021-05-23 13:17:56.203
Seeing all books written by an author,2021-05-23 13:21:02.386
Removing a book from the library,2021-05-23 13:24:58.006
Removing a book from the library,2021-05-23 13:25:25.795
Removing a book from the library,2021-05-23 13:25:57.527
Removing a book from the library,2021-05-23 13:28:03.583
Removing a book from the library,2021-05-23 13:28:39.253
Removing a book from the library,2021-05-23 13:29:50.196
Removing a book from the library,2021-05-23 13:30:27.15
Removing a book from the library,2021-05-23 13:31:51.027
Removing a book from the library,2021-05-23 13:32:46.349
Removing a book from the library,2021-05-23 13:33:38.322
Removing a book from the library,2021-05-23 13:35:16.984
Removing a reader,2021-05-23 13:35:51.663
Removing a reader,2021-05-23 13:36:04.856
Seeing all the books in the library,2021-05-23 13:36:17.649
Seeing all the books in a section,2021-05-23 13:36:22.423
Seeing all books written by an author,2021-05-23 13:36:27.03
Adding a book in the library,2021-05-23 13:36:44.405
Seeing all the books in the library,2021-05-23 13:37:16.938
Seeing all books written by an author,2021-05-23 13:37:26.308
Seeing all the books in a section,2021-05-23 13:38:45.718
Seeing all the books in a section,2021-05-23 13:39:02.224
Seeing all books written by an author,2021-05-23 13:41:15.77
Removing a book from the library,2021-05-23 13:41:24.122
Seeing all the books in a section,2021-05-23 13:41:28.491
Removing an author from the library,2021-05-23 13:41:42.174
Seeing all the books in the library,2021-05-23 13:41:48.826
Removing a reader,2021-05-23 13:42:20.218
Removing an author from the library,2021-05-23 13:42:25.63
Seeing all the books in the library,2021-05-23 13:42:32.571
Adding a book in the library,2021-05-23 13:43:58.183
Removing an author from the library,2021-05-23 13:44:10.654
Adding a book in the library,2021-05-23 13:48:15.116
Removing an author from the library,2021-05-23 13:48:23.894
Adding a book in the library,2021-05-23 13:49:06.65
Removing an author from the library,2021-05-23 13:49:21.476
Seeing all the books in the library,2021-05-23 13:49:25.543
Seeing all the books in a section,2021-05-23 13:49:30.784
Seeing all books written by an author,2021-05-23 13:49:35.706
Finding the most requested book,2021-05-23 13:50:00.184
Finding the most requested book,2021-05-23 13:50:44.663
Finding the most requested book,2021-05-23 13:53:07.69
Finding the most requested book,2021-05-23 13:53:20.932
Finding the most requested book,2021-05-23 13:53:45.811
Finding the most requested book,2021-05-23 13:54:54.625
Adding a new reader,2021-05-23 13:55:33.337
Borrowing a book,2021-05-23 14:01:59.181
Finding the most requested book,2021-05-23 14:02:38.892
Borrowing a book,2021-05-23 14:11:09.352
Borrowing a book,2021-05-23 14:11:37.847
Borrowing a book,2021-05-23 14:12:50.965
Adding a book in the library,2021-05-23 14:14:31.36
Seeing all the books in the library,2021-05-23 14:14:51.374
Borrowing a book,2021-05-23 14:15:26.705
Seeing all the books in the library,2021-05-23 14:15:34.737
Borrowing a book,2021-05-23 14:17:10.605
Borrowing a book,2021-05-23 14:22:25.39
Borrowing a book,2021-05-23 14:25:07.899
Finding the most requested book,2021-05-23 14:25:28.074
Borrowing a book,2021-05-23 14:26:24.998
Finding the most requested book,2021-05-23 14:28:21.14
Borrowing a book,2021-05-23 14:29:58.447
Returning a book,2021-05-23 14:32:48.467
Returning a book,2021-05-23 14:33:55.825
Returning a book,2021-05-23 14:34:42.594
